cpuUsage,memoryUsage,userName,poolName,dayOfTheWeek,hourOfTheDay
696,1882,Gandalf,APACPreSales,Monday,16
916,1101,Frodo,IndiaMarketing,Friday,1
959,1268,Balrog,APACPreSales,Monday,22
754,1204,Gandalf,IndiaMarketing,Thursday,10
1279,1945,Frodo,APACPreSales,Tuesday,16
1804,1163,Samwise,IndiaMarketing,Wednesday,23
2841,1574,Saruman,APACPreSales,Monday,17
647,663,Bilbo,IndiaMarketing,Monday,6
1212,982,Thorin,APACPreSales,Friday,12
252,1501,Balin,IndiaMarketing,Monday,11
743,1368,Balrog,APACPreSales,Thursday,14
2192,1506,Gandalf,IndiaMarketing,Tuesday,23
280,1428,Frodo,APACPreSales,Wednesday,12
494,546,Balrog,IndiaMarketing,Monday,5
1899,783,Gandalf,APACPreSales,Monday,23
1639,1278,Frodo,IndiaMarketing,Friday,14
2677,1621,Samwise,APACPreSales,Monday,23
396,1835,Saruman,IndiaMarketing,Thursday,11
326,1136,Bilbo,APACPreSales,Tuesday,10
590,1809,Thorin,IndiaMarketing,Wednesday,22
762,1567,Balin,APACPreSales,Monday,4
2742,1748,Balrog,IndiaMarketing,Monday,8
601,1118,Gandalf,APACPreSales,Friday,6
897,690,Frodo,IndiaMarketing,Monday,0
797,779,Balrog,APACPreSales,Thursday,12
742,2048,Gandalf,IndiaMarketing,Tuesday,4
1455,1608,Frodo,APACPreSales,Wednesday,22
1213,1861,Samwise,IndiaMarketing,Monday,23
607,1883,Saruman,APACPreSales,Monday,17
601,1459,Bilbo,IndiaMarketing,Friday,2
2561,1268,Thorin,APACPreSales,Monday,13
2937,1102,Balin,IndiaMarketing,Thursday,10
2486,739,Balrog,APACPreSales,Tuesday,23
2053,1308,Gandalf,IndiaMarketing,Wednesday,2
1668,863,Frodo,APACPreSales,Monday,6
2051,1520,Balrog,IndiaMarketing,Monday,3
2476,1819,Gandalf,APACPreSales,Friday,3
2317,827,Frodo,IndiaMarketing,Monday,5
1125,1045,Samwise,APACPreSales,Thursday,8
2709,561,Saruman,IndiaMarketing,Tuesday,3
2236,1470,Bilbo,APACPreSales,Wednesday,11
1715,657,Thorin,IndiaMarketing,Monday,5
2121,763,Balin,APACPreSales,Monday,21
1234,1679,Balrog,IndiaMarketing,Friday,9
1386,1744,Gandalf,APACPreSales,Monday,13
2085,1372,Frodo,IndiaMarketing,Thursday,19
2775,1190,Balrog,APACPreSales,Tuesday,21
596,529,Gandalf,IndiaMarketing,Wednesday,9
2840,1007,Frodo,APACPreSales,Monday,4
1187,1610,Samwise,IndiaMarketing,Monday,7
2214,1940,Saruman,APACPreSales,Friday,18
1730,1775,Bilbo,IndiaMarketing,Monday,7
2530,1718,Thorin,APACPreSales,Thursday,16
2778,1187,Balin,IndiaMarketing,Tuesday,6
1657,1333,Balrog,APACPreSales,Wednesday,9
2813,1559,Gandalf,IndiaMarketing,Monday,8
1574,728,Frodo,APACPreSales,Monday,3
2202,2023,Balrog,IndiaMarketing,Friday,0
1685,1372,Gandalf,APACPreSales,Monday,3
2208,1777,Frodo,IndiaMarketing,Thursday,14
2875,1128,Samwise,APACPreSales,Tuesday,19
687,1152,Saruman,IndiaMarketing,Wednesday,23
2787,1215,Bilbo,APACPreSales,Monday,16
2019,884,Thorin,IndiaMarketing,Monday,18
741,728,Balin,APACPreSales,Friday,18
1274,1518,Balrog,IndiaMarketing,Monday,14
1952,1861,Gandalf,APACPreSales,Thursday,1
2271,1677,Frodo,IndiaMarketing,Tuesday,18
2062,1491,Balrog,APACPreSales,Wednesday,23
1635,1775,Gandalf,IndiaMarketing,Monday,22
929,1822,Frodo,APACPreSales,Monday,1
2287,1031,Samwise,IndiaMarketing,Friday,9
1611,1731,Saruman,APACPreSales,Monday,3
1648,1725,Bilbo,IndiaMarketing,Thursday,3
2967,1478,Thorin,APACPreSales,Tuesday,23
1818,653,Balin,IndiaMarketing,Wednesday,17
2709,856,Balrog,APACPreSales,Monday,4
1967,1033,Gandalf,IndiaMarketing,Monday,12
1233,1184,Frodo,APACPreSales,Friday,11
639,743,Balrog,IndiaMarketing,Monday,0
1132,1651,Gandalf,APACPreSales,Thursday,3
1557,1877,Frodo,IndiaMarketing,Tuesday,23
2682,1254,Samwise,APACPreSales,Wednesday,20
1581,1209,Saruman,IndiaMarketing,Monday,8
2474,1366,Bilbo,APACPreSales,Monday,16
2207,1193,Thorin,IndiaMarketing,Friday,21
639,1875,Balin,APACPreSales,Monday,17
1696,952,Balrog,IndiaMarketing,Thursday,16
1456,1652,Gandalf,APACPreSales,Tuesday,10
257,642,Frodo,IndiaMarketing,Wednesday,13
2586,1342,Balrog,APACPreSales,Monday,4
1493,918,Gandalf,IndiaMarketing,Monday,4
2469,669,Frodo,APACPreSales,Friday,4
1798,1340,Samwise,IndiaMarketing,Monday,1
275,832,Saruman,APACPreSales,Thursday,16
1046,1894,Bilbo,IndiaMarketing,Tuesday,12
2093,1682,Thorin,APACPreSales,Wednesday,9
2151,1330,Balin,IndiaMarketing,Monday,17
1935,1620,Balrog,APACPreSales,Monday,20
1798,1021,Gandalf,IndiaMarketing,Friday,3
2034,679,Frodo,APACPreSales,Monday,18
1437,1703,Balrog,IndiaMarketing,Thursday,7
1580,870,Gandalf,APACPreSales,Tuesday,8
2313,1527,Frodo,IndiaMarketing,Wednesday,8
789,1591,Samwise,APACPreSales,Monday,16
827,1166,Saruman,IndiaMarketing,Monday,6
285,656,Bilbo,APACPreSales,Friday,8
2951,1715,Thorin,IndiaMarketing,Monday,8
2004,1503,Balin,APACPreSales,Thursday,9
2087,920,Balrog,IndiaMarketing,Tuesday,22
2087,1198,Gandalf,APACPreSales,Wednesday,2
1785,1274,Frodo,IndiaMarketing,Monday,9
1523,676,Balrog,APACPreSales,Monday,8
2030,785,Gandalf,IndiaMarketing,Friday,2
2605,920,Frodo,APACPreSales,Monday,18
608,1498,Samwise,IndiaMarketing,Thursday,17
2599,1678,Saruman,APACPreSales,Tuesday,0
1305,1740,Bilbo,IndiaMarketing,Wednesday,21
1589,979,Thorin,APACPreSales,Monday,10
1991,1415,Balin,IndiaMarketing,Monday,10
1857,1328,Balrog,APACPreSales,Friday,22
1284,538,Gandalf,IndiaMarketing,Monday,22
1344,974,Frodo,APACPreSales,Thursday,22
1303,1202,Balrog,IndiaMarketing,Tuesday,8
1564,696,Gandalf,APACPreSales,Wednesday,6
1501,835,Frodo,IndiaMarketing,Monday,1
2944,1362,Samwise,APACPreSales,Monday,23
2223,1159,Saruman,IndiaMarketing,Friday,7
1415,1711,Bilbo,APACPreSales,Monday,19
1761,878,Thorin,IndiaMarketing,Thursday,17
1672,1467,Balin,APACPreSales,Tuesday,23
872,1446,Balrog,IndiaMarketing,Wednesday,14
605,1671,Gandalf,APACPreSales,Monday,21
963,558,Frodo,IndiaMarketing,Monday,4
2849,1236,Balrog,APACPreSales,Friday,16
1234,1569,Gandalf,IndiaMarketing,Monday,13
726,584,Frodo,APACPreSales,Thursday,5
2431,1673,Samwise,IndiaMarketing,Tuesday,20
720,853,Saruman,APACPreSales,Wednesday,12
1363,1305,Bilbo,IndiaMarketing,Monday,19
1900,2031,Thorin,APACPreSales,Monday,6
1011,1738,Balin,IndiaMarketing,Friday,7
2328,1327,Balrog,APACPreSales,Monday,22
2511,602,Gandalf,IndiaMarketing,Thursday,10
1969,1049,Frodo,APACPreSales,Tuesday,0
2783,1012,Balrog,IndiaMarketing,Wednesday,20
1336,1990,Gandalf,APACPreSales,Monday,21
1425,746,Frodo,IndiaMarketing,Monday,5
1792,1624,Samwise,APACPreSales,Friday,1
1856,1945,Saruman,IndiaMarketing,Monday,21
2882,1780,Bilbo,APACPreSales,Thursday,13
1814,1661,Thorin,IndiaMarketing,Tuesday,4
1891,745,Balin,APACPreSales,Wednesday,23
926,1286,Balrog,IndiaMarketing,Monday,9
981,2045,Gandalf,APACPreSales,Monday,21
2658,1009,Frodo,IndiaMarketing,Friday,19
1624,1014,Balrog,APACPreSales,Monday,19
1652,1319,Gandalf,IndiaMarketing,Thursday,10
1884,2009,Frodo,APACPreSales,Tuesday,8
1991,1826,Samwise,IndiaMarketing,Wednesday,1
2924,1557,Saruman,APACPreSales,Monday,18
2878,932,Bilbo,IndiaMarketing,Monday,22
2883,752,Thorin,APACPreSales,Friday,10
1483,686,Balin,IndiaMarketing,Monday,12
1410,1389,Balrog,APACPreSales,Thursday,2
1835,1979,Gandalf,IndiaMarketing,Tuesday,6
415,592,Frodo,APACPreSales,Wednesday,11
2880,2021,Balrog,IndiaMarketing,Monday,20
2388,561,Gandalf,APACPreSales,Monday,18
1378,527,Frodo,IndiaMarketing,Friday,23
569,1186,Samwise,APACPreSales,Monday,16
2834,1557,Saruman,IndiaMarketing,Thursday,22
2425,523,Bilbo,APACPreSales,Tuesday,7
1549,1090,Thorin,IndiaMarketing,Wednesday,10
1616,1094,Balin,APACPreSales,Monday,15
2891,993,Balrog,IndiaMarketing,Monday,19
1817,537,Gandalf,APACPreSales,Friday,15
2517,1704,Frodo,IndiaMarketing,Monday,20
1751,2002,Balrog,APACPreSales,Thursday,13
1579,541,Gandalf,IndiaMarketing,Tuesday,4
704,724,Frodo,APACPreSales,Wednesday,17
1637,941,Samwise,IndiaMarketing,Monday,21
1860,1029,Saruman,APACPreSales,Monday,19
2710,519,Bilbo,IndiaMarketing,Friday,7
1286,2031,Thorin,APACPreSales,Monday,3
1064,1918,Balin,IndiaMarketing,Thursday,6
2065,1068,Balrog,APACPreSales,Tuesday,4
404,579,Gandalf,IndiaMarketing,Wednesday,7
1380,1362,Frodo,APACPreSales,Monday,3
1013,885,Balrog,IndiaMarketing,Monday,1
1378,1802,Gandalf,APACPreSales,Friday,8
2156,599,Frodo,IndiaMarketing,Monday,6
1347,2019,Samwise,APACPreSales,Thursday,4
1994,1521,Saruman,IndiaMarketing,Tuesday,8
397,683,Bilbo,APACPreSales,Wednesday,21
2338,1477,Thorin,IndiaMarketing,Monday,12
1862,1051,Balin,APACPreSales,Monday,1
263,604,Balrog,IndiaMarketing,Friday,15
2009,1181,Gandalf,APACPreSales,Monday,10
2829,1766,Frodo,IndiaMarketing,Thursday,21
1526,1408,Balrog,APACPreSales,Tuesday,5
889,988,Gandalf,IndiaMarketing,Wednesday,15
2000,2027,Frodo,APACPreSales,Monday,4
1747,948,Samwise,IndiaMarketing,Monday,17
2900,918,Saruman,APACPreSales,Friday,4
366,716,Bilbo,IndiaMarketing,Monday,17
2814,1902,Thorin,APACPreSales,Thursday,9
949,588,Balin,IndiaMarketing,Tuesday,12
2484,1422,Balrog,APACPreSales,Wednesday,4
2749,1410,Gandalf,IndiaMarketing,Monday,8
467,1134,Frodo,APACPreSales,Monday,12
2389,760,Balrog,IndiaMarketing,Friday,16
1813,1859,Gandalf,APACPreSales,Monday,4
1761,1712,Frodo,IndiaMarketing,Thursday,4
1536,1355,Samwise,APACPreSales,Tuesday,5
1378,793,Saruman,IndiaMarketing,Wednesday,20
565,2003,Bilbo,APACPreSales,Monday,1
2857,1912,Thorin,IndiaMarketing,Monday,17
2370,621,Balin,APACPreSales,Friday,1
1947,1274,Balrog,IndiaMarketing,Monday,13
832,1736,Gandalf,APACPreSales,Thursday,17
675,1104,Frodo,IndiaMarketing,Tuesday,19
1036,962,Balrog,APACPreSales,Wednesday,2
531,631,Gandalf,IndiaMarketing,Monday,19
2791,1720,Frodo,APACPreSales,Monday,12
1036,1340,Samwise,IndiaMarketing,Friday,8
2011,723,Saruman,APACPreSales,Monday,7
797,617,Bilbo,IndiaMarketing,Thursday,0
657,1823,Thorin,APACPreSales,Tuesday,17
1472,1350,Balin,IndiaMarketing,Wednesday,18
2944,1868,Balrog,APACPreSales,Monday,19
906,637,Gandalf,IndiaMarketing,Monday,20
395,1495,Frodo,APACPreSales,Friday,23
1947,1530,Balrog,IndiaMarketing,Monday,9
1715,1656,Gandalf,APACPreSales,Thursday,2
2126,2022,Frodo,IndiaMarketing,Tuesday,22
976,1553,Samwise,APACPreSales,Wednesday,20
2082,1876,Saruman,IndiaMarketing,Monday,3
2909,1837,Bilbo,APACPreSales,Monday,23
2903,568,Thorin,IndiaMarketing,Friday,7
2279,1237,Balin,APACPreSales,Monday,9
385,1053,Balrog,IndiaMarketing,Thursday,14
1976,653,Gandalf,APACPreSales,Tuesday,19
1496,1052,Frodo,IndiaMarketing,Wednesday,3
1754,859,Balrog,APACPreSales,Monday,14
1088,519,Gandalf,IndiaMarketing,Monday,23
929,515,Frodo,APACPreSales,Friday,13
1271,978,Samwise,IndiaMarketing,Monday,4
2370,1304,Saruman,APACPreSales,Thursday,22
2492,2013,Bilbo,IndiaMarketing,Tuesday,2
513,1625,Thorin,APACPreSales,Wednesday,15
2248,1694,Balin,IndiaMarketing,Monday,5
1583,2005,Balrog,APACPreSales,Monday,6
1782,1630,Gandalf,IndiaMarketing,Friday,8
2941,1303,Frodo,APACPreSales,Monday,0
1222,1810,Balrog,IndiaMarketing,Thursday,9
1661,1673,Gandalf,APACPreSales,Tuesday,4
1335,672,Frodo,IndiaMarketing,Wednesday,13
2191,1017,Samwise,APACPreSales,Monday,2
282,1340,Saruman,IndiaMarketing,Monday,17
1378,1759,Bilbo,APACPreSales,Friday,17
1557,1117,Thorin,IndiaMarketing,Monday,12
1907,904,Balin,APACPreSales,Thursday,15
1870,1879,Balrog,IndiaMarketing,Tuesday,9
1061,1775,Gandalf,APACPreSales,Wednesday,23
1233,512,Frodo,IndiaMarketing,Monday,10
1853,512,Balrog,APACPreSales,Monday,8
2275,1235,Gandalf,IndiaMarketing,Friday,7
1826,1588,Frodo,APACPreSales,Monday,16
1598,682,Samwise,IndiaMarketing,Thursday,19
1920,1589,Saruman,APACPreSales,Tuesday,4
1348,702,Bilbo,IndiaMarketing,Wednesday,12
902,1488,Thorin,APACPreSales,Monday,3
502,1223,Balin,IndiaMarketing,Monday,11
829,1469,Balrog,APACPreSales,Friday,7
2344,652,Gandalf,IndiaMarketing,Monday,0
2016,964,Frodo,APACPreSales,Thursday,11
2447,982,Balrog,IndiaMarketing,Tuesday,18
1135,640,Gandalf,APACPreSales,Wednesday,1
839,2023,Frodo,IndiaMarketing,Monday,20
1320,1056,Samwise,APACPreSales,Monday,17
353,1879,Saruman,IndiaMarketing,Friday,21
1349,1170,Bilbo,APACPreSales,Monday,11
2702,534,Thorin,IndiaMarketing,Thursday,9
924,868,Balin,APACPreSales,Tuesday,17
288,1034,Balrog,IndiaMarketing,Wednesday,13
547,973,Gandalf,APACPreSales,Monday,12
2166,1192,Frodo,IndiaMarketing,Monday,5
1287,1385,Balrog,APACPreSales,Friday,22
1098,791,Gandalf,IndiaMarketing,Monday,0
809,933,Frodo,APACPreSales,Thursday,20
2490,686,Samwise,IndiaMarketing,Tuesday,14
1872,862,Saruman,APACPreSales,Wednesday,19
1657,885,Bilbo,IndiaMarketing,Monday,13
2407,1434,Thorin,APACPreSales,Monday,11
2832,1785,Balin,IndiaMarketing,Friday,5
1063,1890,Balrog,APACPreSales,Monday,0
2376,1300,Gandalf,IndiaMarketing,Thursday,0
2582,1432,Frodo,APACPreSales,Tuesday,3
1389,1816,Balrog,IndiaMarketing,Wednesday,17
2286,969,Gandalf,APACPreSales,Monday,21
2007,2020,Frodo,IndiaMarketing,Monday,15
989,849,Samwise,APACPreSales,Friday,23
2512,2042,Saruman,IndiaMarketing,Monday,12
1871,1064,Bilbo,APACPreSales,Thursday,2
1210,1299,Thorin,IndiaMarketing,Tuesday,6
1067,1944,Balin,APACPreSales,Wednesday,10
369,1536,Balrog,IndiaMarketing,Monday,10
1829,1893,Gandalf,APACPreSales,Monday,21
1976,1895,Frodo,IndiaMarketing,Friday,4
2434,1981,Balrog,APACPreSales,Monday,6
601,1046,Gandalf,IndiaMarketing,Thursday,8
2130,1831,Frodo,APACPreSales,Tuesday,13
2754,1660,Samwise,IndiaMarketing,Wednesday,12
2288,1228,Saruman,APACPreSales,Monday,5
363,1579,Bilbo,IndiaMarketing,Monday,9
2642,1400,Thorin,APACPreSales,Friday,5
2670,1575,Balin,IndiaMarketing,Monday,1
657,553,Balrog,APACPreSales,Thursday,4
705,604,Gandalf,IndiaMarketing,Tuesday,5
1364,1974,Frodo,APACPreSales,Wednesday,0
2387,1422,Balrog,IndiaMarketing,Monday,17
1658,1790,Gandalf,APACPreSales,Monday,2
1976,1721,Frodo,IndiaMarketing,Friday,12
336,891,Samwise,APACPreSales,Monday,5
808,1385,Saruman,IndiaMarketing,Thursday,23
506,1852,Bilbo,APACPreSales,Tuesday,0
2699,1508,Thorin,IndiaMarketing,Wednesday,14
1100,708,Balin,APACPreSales,Monday,3
372,787,Balrog,IndiaMarketing,Monday,20
596,581,Gandalf,APACPreSales,Friday,4
1109,1872,Frodo,IndiaMarketing,Monday,7
1114,863,Balrog,APACPreSales,Thursday,6
1386,1444,Gandalf,IndiaMarketing,Tuesday,22
1675,1899,Frodo,APACPreSales,Wednesday,12
1231,1012,Samwise,IndiaMarketing,Monday,5
2582,1949,Saruman,APACPreSales,Monday,6
597,591,Bilbo,IndiaMarketing,Friday,11
1441,1673,Thorin,APACPreSales,Monday,2
1012,2012,Balin,IndiaMarketing,Thursday,23
578,582,Balrog,APACPreSales,Tuesday,6
297,794,Gandalf,IndiaMarketing,Wednesday,20
2199,1037,Frodo,APACPreSales,Monday,9
1228,1655,Balrog,IndiaMarketing,Monday,4
1290,1650,Gandalf,APACPreSales,Friday,18
2342,1983,Frodo,IndiaMarketing,Monday,11
1320,1518,Samwise,APACPreSales,Thursday,21
897,1519,Saruman,IndiaMarketing,Tuesday,13
3000,1726,Bilbo,APACPreSales,Wednesday,18
697,916,Thorin,IndiaMarketing,Monday,8
2908,726,Balin,APACPreSales,Monday,15
260,1201,Balrog,IndiaMarketing,Friday,3
252,1735,Gandalf,APACPreSales,Monday,1
2656,1515,Frodo,IndiaMarketing,Thursday,14
2264,919,Balrog,APACPreSales,Tuesday,8
2099,1807,Gandalf,IndiaMarketing,Wednesday,7
2896,882,Frodo,APACPreSales,Monday,3
2171,1302,Samwise,IndiaMarketing,Monday,14
1299,680,Saruman,APACPreSales,Friday,18
2476,1689,Bilbo,IndiaMarketing,Monday,21
2282,899,Thorin,APACPreSales,Thursday,1
2740,1238,Balin,IndiaMarketing,Tuesday,19
1483,1487,Balrog,APACPreSales,Wednesday,23
2697,848,Gandalf,IndiaMarketing,Monday,7
357,1038,Frodo,APACPreSales,Monday,1
1345,1002,Balrog,IndiaMarketing,Friday,21
2807,1767,Gandalf,APACPreSales,Monday,0
391,1116,Frodo,IndiaMarketing,Thursday,10
2847,832,Samwise,APACPreSales,Tuesday,16
378,692,Saruman,IndiaMarketing,Wednesday,12
2178,1621,Bilbo,APACPreSales,Monday,10
2146,516,Thorin,IndiaMarketing,Monday,19
2350,647,Balin,APACPreSales,Friday,10
2548,1470,Balrog,IndiaMarketing,Monday,16
608,1871,Gandalf,APACPreSales,Thursday,7
2109,688,Frodo,IndiaMarketing,Tuesday,5
403,704,Balrog,APACPreSales,Wednesday,18
1353,1958,Gandalf,IndiaMarketing,Monday,20
2520,2018,Frodo,APACPreSales,Monday,11
2668,1428,Samwise,IndiaMarketing,Friday,5
497,923,Saruman,APACPreSales,Monday,19
574,660,Bilbo,IndiaMarketing,Thursday,3
1238,1586,Thorin,APACPreSales,Tuesday,18
2033,988,Balin,IndiaMarketing,Wednesday,8
629,1534,Balrog,APACPreSales,Monday,13
403,1286,Gandalf,IndiaMarketing,Monday,11
1439,1361,Frodo,APACPreSales,Friday,13
1995,1187,Balrog,IndiaMarketing,Monday,0
1545,775,Gandalf,APACPreSales,Thursday,9
2703,1821,Frodo,IndiaMarketing,Tuesday,1
588,1440,Samwise,APACPreSales,Wednesday,9
588,1045,Saruman,IndiaMarketing,Monday,5
1073,1344,Bilbo,APACPreSales,Monday,2
1607,1522,Thorin,IndiaMarketing,Friday,15
1443,609,Balin,APACPreSales,Monday,4
2631,557,Balrog,IndiaMarketing,Thursday,23
924,874,Gandalf,APACPreSales,Tuesday,4
2757,1295,Frodo,IndiaMarketing,Wednesday,10
1108,1636,Balrog,APACPreSales,Monday,0
737,1511,Gandalf,IndiaMarketing,Monday,0
1983,707,Frodo,APACPreSales,Friday,0
2189,1440,Samwise,IndiaMarketing,Monday,16
2459,1233,Saruman,APACPreSales,Thursday,8
1304,807,Bilbo,IndiaMarketing,Tuesday,13
882,1044,Thorin,APACPreSales,Wednesday,11
277,1348,Balin,IndiaMarketing,Monday,18
1971,610,Balrog,APACPreSales,Monday,4
1647,1451,Gandalf,IndiaMarketing,Friday,19
2673,1560,Frodo,APACPreSales,Monday,8
2071,1900,Balrog,IndiaMarketing,Thursday,15
1065,1773,Gandalf,APACPreSales,Tuesday,5
426,832,Frodo,IndiaMarketing,Wednesday,11
1934,699,Samwise,APACPreSales,Monday,14
2694,1553,Saruman,IndiaMarketing,Monday,20
1203,1633,Bilbo,APACPreSales,Friday,20
1549,2032,Thorin,IndiaMarketing,Monday,10
1965,1815,Balin,APACPreSales,Thursday,22
1691,667,Balrog,IndiaMarketing,Tuesday,15
1505,1542,Gandalf,APACPreSales,Wednesday,10
952,1577,Frodo,IndiaMarketing,Monday,14
1296,1439,Balrog,APACPreSales,Monday,20
1132,1521,Gandalf,IndiaMarketing,Friday,14
2055,1295,Frodo,APACPreSales,Monday,16
2210,1972,Samwise,IndiaMarketing,Thursday,21
482,1669,Saruman,APACPreSales,Tuesday,5
413,671,Bilbo,IndiaMarketing,Wednesday,11
1189,1468,Thorin,APACPreSales,Monday,16
2203,1737,Balin,IndiaMarketing,Monday,22
2342,806,Balrog,APACPreSales,Friday,17
1770,638,Gandalf,IndiaMarketing,Monday,20
346,770,Frodo,APACPreSales,Thursday,5
1892,967,Balrog,IndiaMarketing,Tuesday,9
1255,1901,Gandalf,APACPreSales,Wednesday,15
1785,2005,Frodo,IndiaMarketing,Monday,8
2708,969,Samwise,APACPreSales,Monday,11
1966,1060,Saruman,IndiaMarketing,Friday,11
2565,1437,Bilbo,APACPreSales,Monday,6
2346,871,Thorin,IndiaMarketing,Thursday,18
1344,744,Balin,APACPreSales,Tuesday,17
2964,1929,Balrog,IndiaMarketing,Wednesday,3
512,1069,Gandalf,APACPreSales,Monday,15
2318,1369,Frodo,IndiaMarketing,Monday,16
1485,1267,Balrog,APACPreSales,Friday,13
265,2006,Gandalf,IndiaMarketing,Monday,6
1646,1546,Frodo,APACPreSales,Thursday,21
1755,1570,Samwise,IndiaMarketing,Tuesday,5
2289,1665,Saruman,APACPreSales,Wednesday,10
2523,927,Bilbo,IndiaMarketing,Monday,3
1598,1485,Thorin,APACPreSales,Monday,22
534,1674,Balin,IndiaMarketing,Friday,9
2361,845,Balrog,APACPreSales,Monday,7
1046,924,Gandalf,IndiaMarketing,Thursday,22
2208,840,Frodo,APACPreSales,Tuesday,12
1842,1124,Balrog,IndiaMarketing,Wednesday,6
1442,823,Gandalf,APACPreSales,Monday,9
862,1073,Frodo,IndiaMarketing,Monday,17
945,1301,Samwise,APACPreSales,Friday,19
436,1955,Saruman,IndiaMarketing,Monday,18
1856,1278,Bilbo,APACPreSales,Thursday,19
2379,2040,Thorin,IndiaMarketing,Tuesday,6
2076,1675,Balin,APACPreSales,Wednesday,18
1040,2047,Balrog,IndiaMarketing,Monday,9
2376,541,Gandalf,APACPreSales,Monday,0
2703,1296,Frodo,IndiaMarketing,Friday,23
846,1661,Balrog,APACPreSales,Monday,7
1861,1974,Gandalf,IndiaMarketing,Thursday,15
561,1767,Frodo,APACPreSales,Tuesday,17
959,1172,Samwise,IndiaMarketing,Wednesday,15
2548,1751,Saruman,APACPreSales,Monday,7
1647,547,Bilbo,IndiaMarketing,Monday,20
1104,1713,Thorin,APACPreSales,Friday,6
2984,1394,Balin,IndiaMarketing,Monday,23
2392,1040,Balrog,APACPreSales,Thursday,11
1729,2038,Gandalf,IndiaMarketing,Tuesday,22
1065,571,Frodo,APACPreSales,Wednesday,12
488,875,Balrog,IndiaMarketing,Monday,1
1696,1503,Gandalf,APACPreSales,Monday,11
1524,1676,Frodo,IndiaMarketing,Friday,17
1554,1446,Samwise,APACPreSales,Monday,11
273,1254,Saruman,IndiaMarketing,Thursday,16
2301,1403,Bilbo,APACPreSales,Tuesday,19
1659,1940,Thorin,IndiaMarketing,Wednesday,4
1361,1565,Balin,APACPreSales,Monday,8
2367,936,Balrog,IndiaMarketing,Monday,16
2838,1393,Gandalf,APACPreSales,Friday,8
345,793,Frodo,IndiaMarketing,Monday,3
1875,1282,Balrog,APACPreSales,Thursday,3
2255,1474,Gandalf,IndiaMarketing,Tuesday,16
649,743,Frodo,APACPreSales,Wednesday,2
924,1126,Samwise,IndiaMarketing,Monday,16
545,1808,Saruman,APACPreSales,Monday,6
716,525,Bilbo,IndiaMarketing,Friday,20
2495,1125,Thorin,APACPreSales,Monday,14
2670,583,Balin,IndiaMarketing,Thursday,18
951,514,Balrog,APACPreSales,Tuesday,4
707,1427,Gandalf,IndiaMarketing,Wednesday,16
534,1472,Frodo,APACPreSales,Monday,13
2095,889,Balrog,IndiaMarketing,Monday,11
2220,874,Gandalf,APACPreSales,Friday,16
2233,1214,Frodo,IndiaMarketing,Monday,0
1608,1998,Samwise,APACPreSales,Thursday,1
1664,1989,Saruman,IndiaMarketing,Tuesday,8
1589,1495,Bilbo,APACPreSales,Wednesday,13
1609,1737,Thorin,IndiaMarketing,Monday,17
2532,1154,Balin,APACPreSales,Monday,5
1138,619,Balrog,IndiaMarketing,Friday,7
1726,1652,Gandalf,APACPreSales,Monday,21
397,1645,Frodo,IndiaMarketing,Thursday,12
2927,1832,Balrog,APACPreSales,Tuesday,16
2628,821,Gandalf,IndiaMarketing,Wednesday,2
2883,1258,Frodo,APACPreSales,Monday,7
2241,759,Samwise,IndiaMarketing,Monday,8
1706,1183,Saruman,APACPreSales,Friday,14
1032,566,Bilbo,IndiaMarketing,Monday,2
2677,1974,Thorin,APACPreSales,Thursday,10
2431,1990,Balin,IndiaMarketing,Tuesday,15
2319,1226,Balrog,APACPreSales,Wednesday,7
934,1485,Gandalf,IndiaMarketing,Monday,19
1573,590,Frodo,APACPreSales,Monday,20
389,1322,Balrog,IndiaMarketing,Friday,11
2193,1543,Gandalf,APACPreSales,Monday,17
862,1874,Frodo,IndiaMarketing,Thursday,12
1862,1816,Samwise,APACPreSales,Tuesday,2
2655,1980,Saruman,IndiaMarketing,Wednesday,0
1123,531,Bilbo,APACPreSales,Monday,19
2816,1275,Thorin,IndiaMarketing,Monday,13
454,1927,Balin,APACPreSales,Friday,4
1505,1368,Balrog,IndiaMarketing,Monday,21
2033,1641,Gandalf,APACPreSales,Thursday,23
1301,870,Frodo,IndiaMarketing,Tuesday,7
2129,1316,Balrog,APACPreSales,Wednesday,3
2104,581,Gandalf,IndiaMarketing,Monday,18
1444,960,Frodo,APACPreSales,Monday,6
251,701,Samwise,IndiaMarketing,Friday,19
2738,973,Saruman,APACPreSales,Monday,20
2096,653,Bilbo,IndiaMarketing,Thursday,6
1242,1170,Thorin,APACPreSales,Tuesday,19
432,621,Balin,IndiaMarketing,Wednesday,0
1600,1075,Balrog,APACPreSales,Monday,4
2511,1601,Gandalf,IndiaMarketing,Monday,8
2316,848,Frodo,APACPreSales,Friday,18
1192,1679,Balrog,IndiaMarketing,Monday,23
2837,1267,Gandalf,APACPreSales,Thursday,13
1206,1252,Frodo,IndiaMarketing,Tuesday,18
252,857,Samwise,APACPreSales,Wednesday,6
2554,1754,Saruman,IndiaMarketing,Monday,22
1589,1820,Bilbo,APACPreSales,Monday,14
1611,989,Thorin,IndiaMarketing,Friday,14
1693,2017,Balin,APACPreSales,Monday,11
530,1187,Balrog,IndiaMarketing,Thursday,4
920,1144,Gandalf,APACPreSales,Tuesday,7
